FECHA_COMPRA;FECHA_ENTREGA;SUCURSAL;VENDEDOR;PRODUCTO;CANTIDAD;ORDEN;DIAS_ENTREGA
2023-11-14;2023-12-21;SUCURSAL 13;VENDEDOR 342;S-7821;8323;79-6155;37
2023-11-25;2024-01-08;SUCURSAL 71;VENDEDOR 562;A-182;1730;75-7827;44
2023-11-27;2023-12-16;SUCURSAL 90;VENDEDOR 19;O-4724;7284;72-4798;19
2023-11-16;2023-12-26;SUCURSAL 11;VENDEDOR 735;R-3870;2338;65-9110;40
2023-11-20;2023-12-30;SUCURSAL 35;VENDEDOR 675;F-9772;3676;83-8876;40
2023-11-16;2024-01-06;SUCURSAL 66;VENDEDOR 35;O-3057;6663;67-6010;51
2023-11-28;2024-01-07;SUCURSAL 53;VENDEDOR 193;U-1597;3521;89-5819;40
2023-11-10;2024-01-20;SUCURSAL 87;VENDEDOR 209;I-6151;1542;80-933;71
2023-11-27;2024-01-08;SUCURSAL 51;VENDEDOR 256;W-8849;3637;74-3501;42
2023-11-17;2023-12-29;SUCURSAL 66;VENDEDOR 142;B-4716;4940;71-7921;42
2023-11-19;2023-12-08;SUCURSAL 61;VENDEDOR 572;Z-4235;6047;72-4034;19
2023-11-08;2024-01-30;SUCURSAL 59;VENDEDOR 459;B-1312;7704;75-5841;83
2023-11-06;2024-01-14;SUCURSAL 99;VENDEDOR 796;K-3386;1188;86-3166;69
2023-11-06;2024-01-17;SUCURSAL 58;VENDEDOR 666;L-5805;1558;88-1919;72
2023-11-21;2023-12-10;SUCURSAL 98;VENDEDOR 958;M-4053;185;70-5273;19
2023-11-04;2023-12-08;SUCURSAL 25;VENDEDOR 484;Z-9160;7539;75-8549;34
2023-11-24;2023-12-05;SUCURSAL 30;VENDEDOR 835;G-6662;9761;79-8810;11
2023-11-30;2023-12-06;SUCURSAL 35;VENDEDOR 796;M-4818;130;70-6654;6
2023-11-28;2024-01-18;SUCURSAL 8;VENDEDOR 392;Y-9673;8639;71-5429;51
2023-11-21;2023-12-08;SUCURSAL 36;VENDEDOR 541;U-9801;9809;84-7542;17
2023-11-28;2023-12-10;SUCURSAL 77;VENDEDOR 60;F-7964;4393;81-5730;12
2023-11-03;2024-01-16;SUCURSAL 40;VENDEDOR 41;B-459;9410;83-3658;74
2023-11-23;2023-12-24;SUCURSAL 27;VENDEDOR 761;X-395;4055;69-6844;31
2023-11-01;2024-01-31;SUCURSAL 94;VENDEDOR 18;U-6810;9681;69-5886;91
2023-11-08;2023-12-24;SUCURSAL 19;VENDEDOR 69;B-1156;4406;78-4911;46
2023-11-03;2023-12-16;SUCURSAL 86;VENDEDOR 517;P-8026;4423;79-1027;43
2023-11-27;2023-12-21;SUCURSAL 4;VENDEDOR 943;K-5586;9582;82-3369;24
2023-11-12;2024-01-12;SUCURSAL 68;VENDEDOR 584;I-9763;7163;72-6708;61
2023-11-16;2024-01-12;SUCURSAL 89;VENDEDOR 607;P-5037;2620;83-4755;57
2023-11-23;2023-12-13;SUCURSAL 11;VENDEDOR 985;H-5744;1795;76-8969;20
2023-11-12;2023-12-16;SUCURSAL 26;VENDEDOR 732;T-9011;1360;73-7337;34
2023-11-13;2024-01-21;SUCURSAL 10;VENDEDOR 662;C-368;5485;74-9747;69
2023-11-04;2023-12-31;SUCURSAL 24;VENDEDOR 871;V-1498;5192;72-7206;57
2023-11-30;2023-12-12;SUCURSAL 38;VENDEDOR 245;I-1754;3568;82-8986;12
2023-11-14;2023-12-12;SUCURSAL 71;VENDEDOR 400;M-8650;9641;71-8645;28
2023-11-16;2023-12-23;SUCURSAL 54;VENDEDOR 804;I-2220;8399;66-1916;37
2023-11-01;2023-12-19;SUCURSAL 38;VENDEDOR 505;V-8911;9165;90-2829;48
2023-11-21;2024-01-14;SUCURSAL 29;VENDEDOR 714;B-2803;7227;90-5109;54
2023-11-10;2024-01-05;SUCURSAL 29;VENDEDOR 503;M-3817;9305;76-5897;56
2023-11-10;2024-01-04;SUCURSAL 75;VENDEDOR 696;D-343;1505;87-1880;55
2023-11-06;2023-12-27;SUCURSAL 31;VENDEDOR 897;L-6326;7044;85-2036;51
2023-11-02;2023-12-08;SUCURSAL 81;VENDEDOR 922;B-3139;4540;65-4391;36
2023-11-28;2024-01-29;SUCURSAL 37;VENDEDOR 665;G-3077;2772;67-2058;62
2023-11-06;2023-12-06;SUCURSAL 4;VENDEDOR 34;Y-7297;8123;88-5290;30
2023-11-23;2023-12-18;SUCURSAL 28;VENDEDOR 122;B-4747;9717;73-2353;25
2023-11-20;2023-12-31;SUCURSAL 82;VENDEDOR 621;X-5253;1303;86-5304;41
2023-11-04;2023-12-27;SUCURSAL 15;VENDEDOR 577;R-8254;6771;81-175;53
2023-11-14;2023-12-12;SUCURSAL 26;VENDEDOR 639;E-7939;9220;87-5319;28
2023-11-09;2023-12-22;SUCURSAL 53;VENDEDOR 618;W-5170;4025;74-6851;43
2023-11-24;2024-01-05;SUCURSAL 28;VENDEDOR 572;B-6970;3308;70-197;42
2023-11-21;2023-12-19;SUCURSAL 39;VENDEDOR 940;V-5222;9752;83-4531;28
2023-11-13;2023-12-01;SUCURSAL 18;VENDEDOR 590;X-9138;3461;65-8457;18
2023-11-04;2024-01-26;SUCURSAL 58;VENDEDOR 544;F-123;4482;69-2827;83
2023-11-17;2024-01-05;SUCURSAL 46;VENDEDOR 528;I-9253;3910;73-2092;49
2023-11-21;2023-12-06;SUCURSAL 93;VENDEDOR 667;P-7696;7078;80-7541;15
2023-11-09;2024-01-02;SUCURSAL 100;VENDEDOR 243;K-3284;724;80-4302;54
2023-11-19;2024-01-21;SUCURSAL 9;VENDEDOR 205;A-1750;2328;78-5026;63
2023-11-29;2023-12-31;SUCURSAL 19;VENDEDOR 150;R-6195;211;77-4266;32
2023-11-18;2023-12-14;SUCURSAL 67;VENDEDOR 616;M-8249;4590;85-2243;26
2023-11-02;2024-01-13;SUCURSAL 87;VENDEDOR 597;N-2700;5139;72-2427;72
2023-11-24;2024-01-21;SUCURSAL 34;VENDEDOR 926;B-3849;6727;74-2208;58
2023-11-16;2023-12-14;SUCURSAL 7;VENDEDOR 366;U-2369;3671;79-9672;28
2023-11-04;2024-01-18;SUCURSAL 61;VENDEDOR 107;E-9417;1240;78-3077;75
2023-11-07;2024-01-25;SUCURSAL 19;VENDEDOR 124;S-3161;3448;65-1866;79
2023-11-28;2023-12-15;SUCURSAL 59;VENDEDOR 413;L-8763;1064;87-2603;17
2023-11-10;2024-01-26;SUCURSAL 11;VENDEDOR 315;T-1364;4604;69-2625;77
2023-11-02;2023-12-20;SUCURSAL 35;VENDEDOR 76;N-9199;1370;66-7737;48
2023-11-15;2023-12-01;SUCURSAL 27;VENDEDOR 329;W-9884;9046;73-2316;16
2023-11-17;2024-01-15;SUCURSAL 16;VENDEDOR 184;V-1656;919;77-9049;59
2023-11-15;2023-12-14;SUCURSAL 96;VENDEDOR 861;W-7268;5158;81-2498;29
2023-11-11;2024-01-25;SUCURSAL 41;VENDEDOR 965;U-6798;7100;77-768;75
2023-11-10;2024-01-13;SUCURSAL 89;VENDEDOR 46;L-7771;5872;78-6991;64
2023-11-13;2024-01-20;SUCURSAL 64;VENDEDOR 706;O-410;278;90-9332;68
2023-11-19;2023-12-08;SUCURSAL 48;VENDEDOR 755;S-4083;4722;73-4388;19
2023-11-16;2023-12-17;SUCURSAL 99;VENDEDOR 868;C-8570;9441;66-9889;31
2023-11-14;2024-01-23;SUCURSAL 44;VENDEDOR 740;C-8863;8961;68-4366;70
2023-11-27;2023-12-03;SUCURSAL 92;VENDEDOR 815;F-3208;4437;88-7444;6
2023-11-11;2024-01-16;SUCURSAL 34;VENDEDOR 91;B-6564;3256;89-6219;66
2023-11-20;2023-12-16;SUCURSAL 95;VENDEDOR 555;H-4746;1140;76-1838;26
2023-11-28;2023-12-29;SUCURSAL 4;VENDEDOR 540;S-8894;4792;73-2418;31
2023-11-23;2023-12-26;SUCURSAL 10;VENDEDOR 603;L-965;1171;84-1956;33
2023-11-19;2024-01-13;SUCURSAL 33;VENDEDOR 519;T-7630;5462;88-9505;55
2023-11-12;2023-12-12;SUCURSAL 9;VENDEDOR 996;B-6164;2954;68-3456;30
2023-11-17;2023-12-02;SUCURSAL 17;VENDEDOR 212;D-4454;9127;68-1564;15
2023-11-25;2023-12-19;SUCURSAL 95;VENDEDOR 475;R-8086;8458;65-2258;24
2023-11-06;2024-01-01;SUCURSAL 75;VENDEDOR 773;Q-4656;9282;77-1855;56
2023-11-06;2024-01-10;SUCURSAL 39;VENDEDOR 322;A-3964;7183;67-8431;65
2023-11-10;2023-12-09;SUCURSAL 95;VENDEDOR 760;Y-347;7772;68-40;29
2023-11-17;2023-12-04;SUCURSAL 41;VENDEDOR 766;Y-5453;7767;65-5814;17
2023-11-04;2023-12-11;SUCURSAL 9;VENDEDOR 537;X-6620;777;85-884;37
2023-11-07;2023-12-26;SUCURSAL 60;VENDEDOR 358;G-6597;8647;65-2554;49
2023-11-13;2024-01-13;SUCURSAL 76;VENDEDOR 843;G-6350;5007;82-7328;61
2023-11-25;2024-01-28;SUCURSAL 84;VENDEDOR 368;D-4500;7342;82-6884;64
2023-11-21;2023-12-16;SUCURSAL 55;VENDEDOR 16;V-7704;9626;70-5475;25
2023-11-06;2023-12-12;SUCURSAL 14;VENDEDOR 926;O-6005;5487;88-6462;36
2023-11-07;2023-12-09;SUCURSAL 36;VENDEDOR 576;Y-9164;7171;70-3963;32
2023-11-15;2024-01-31;SUCURSAL 54;VENDEDOR 591;Q-809;5330;71-3736;77
2023-11-06;2024-01-20;SUCURSAL 27;VENDEDOR 53;C-6386;8683;69-9594;75
2023-11-09;2024-01-26;SUCURSAL 5;VENDEDOR 868;R-1601;6411;74-7902;78
2023-11-10;2024-01-26;SUCURSAL 53;VENDEDOR 569;H-2230;7050;78-6445;77
2023-11-11;2024-01-26;SUCURSAL 12;VENDEDOR 859;N-2747;1374;72-5535;76
2023-11-25;2023-12-28;SUCURSAL 45;VENDEDOR 122;R-1669;4360;67-6216;33
2023-11-05;2023-12-16;SUCURSAL 20;VENDEDOR 169;Y-3392;1374;86-4608;41
2023-11-28;2023-12-19;SUCURSAL 92;VENDEDOR 569;P-1775;9793;79-6645;21
2023-11-17;2023-12-04;SUCURSAL 95;VENDEDOR 428;D-1103;9642;76-9253;17
2023-11-12;2024-01-03;SUCURSAL 97;VENDEDOR 188;V-656;8415;89-2445;52
2023-11-10;2024-01-10;SUCURSAL 49;VENDEDOR 658;R-7142;9223;87-9593;61
2023-11-05;2024-01-16;SUCURSAL 41;VENDEDOR 373;D-3102;9150;87-8287;72
2023-11-02;2023-12-29;SUCURSAL 94;VENDEDOR 911;M-2285;3689;71-9295;57
2023-11-24;2024-01-17;SUCURSAL 32;VENDEDOR 260;H-2980;3676;85-4674;54
2023-11-29;2024-01-10;SUCURSAL 30;VENDEDOR 857;J-5525;9834;80-2209;42
2023-11-17;2023-12-04;SUCURSAL 60;VENDEDOR 509;A-8225;5505;70-6591;17
2023-11-13;2023-12-28;SUCURSAL 75;VENDEDOR 958;Z-3740;5392;81-9547;45
2023-11-29;2024-01-08;SUCURSAL 60;VENDEDOR 634;G-9802;5482;74-582;40
2023-11-10;2024-01-04;SUCURSAL 99;VENDEDOR 448;Z-776;6786;67-4964;55
2023-11-13;2023-12-18;SUCURSAL 96;VENDEDOR 740;Y-8914;6399;76-7736;35
2023-11-08;2023-12-25;SUCURSAL 31;VENDEDOR 161;T-4605;267;79-9908;47
2023-11-06;2023-12-20;SUCURSAL 77;VENDEDOR 253;K-8586;8107;88-4141;44
2023-11-26;2024-01-17;SUCURSAL 64;VENDEDOR 365;K-635;7046;86-9155;52
2023-11-02;2023-12-17;SUCURSAL 53;VENDEDOR 87;V-1986;6328;81-6512;45
2023-11-20;2024-01-15;SUCURSAL 36;VENDEDOR 333;U-3403;3791;90-7347;56
2023-11-14;2024-01-15;SUCURSAL 73;VENDEDOR 561;N-2530;448;72-1404;62
2023-11-17;2024-01-15;SUCURSAL 69;VENDEDOR 266;Y-6593;2901;68-4596;59
2023-11-19;2024-01-27;SUCURSAL 74;VENDEDOR 850;M-4264;1185;82-350;69
2023-11-19;2024-01-18;SUCURSAL 52;VENDEDOR 789;E-9934;9942;74-1545;60
2023-11-12;2024-01-22;SUCURSAL 68;VENDEDOR 934;H-7972;4745;75-7677;71
2023-11-10;2023-12-11;SUCURSAL 60;VENDEDOR 654;D-2881;6238;69-3444;31
2023-11-13;2023-12-09;SUCURSAL 4;VENDEDOR 284;M-6670;4853;78-8369;26
2023-11-14;2023-12-16;SUCURSAL 16;VENDEDOR 296;N-911;8965;70-8513;32
2023-11-25;2023-12-24;SUCURSAL 12;VENDEDOR 511;V-2093;2361;86-9240;29
2023-11-15;2024-01-20;SUCURSAL 41;VENDEDOR 725;N-6221;7109;69-921;66
2023-11-05;2024-01-02;SUCURSAL 13;VENDEDOR 621;J-7236;4561;78-3383;58
2023-11-05;2023-12-15;SUCURSAL 75;VENDEDOR 833;M-462;5360;85-9411;40
2023-11-15;2024-01-25;SUCURSAL 1;VENDEDOR 630;B-8382;7590;70-6299;71
2023-11-28;2024-01-18;SUCURSAL 54;VENDEDOR 17;N-4903;4958;85-1629;51
2023-11-22;2024-01-16;SUCURSAL 65;VENDEDOR 933;N-8073;6686;71-184;55
2023-11-20;2024-01-03;SUCURSAL 72;VENDEDOR 225;P-8826;116;73-3272;44
2023-11-19;2023-12-18;SUCURSAL 78;VENDEDOR 834;A-143;4177;67-1303;29
2023-11-23;2023-12-25;SUCURSAL 96;VENDEDOR 612;F-5619;4604;88-9700;32
2023-11-29;2024-01-11;SUCURSAL 6;VENDEDOR 576;Y-1369;4225;74-8150;43
2023-11-17;2024-01-14;SUCURSAL 93;VENDEDOR 932;M-4325;332;76-9116;58
2023-11-03;2024-01-09;SUCURSAL 96;VENDEDOR 896;L-8295;9512;71-3905;67
2023-11-20;2024-01-16;SUCURSAL 99;VENDEDOR 404;D-5881;7750;76-1644;57
2023-11-03;2023-12-07;SUCURSAL 82;VENDEDOR 562;B-7403;1507;78-8039;34
2023-11-18;2023-12-27;SUCURSAL 4;VENDEDOR 285;S-6537;7220;89-7344;39
2023-11-23;2023-12-24;SUCURSAL 78;VENDEDOR 834;G-3422;7849;68-7524;31
2023-11-03;2023-12-31;SUCURSAL 34;VENDEDOR 495;S-7669;7284;76-6765;58
2023-11-16;2024-01-05;SUCURSAL 90;VENDEDOR 973;P-7525;8717;71-203;50
2023-11-13;2023-12-26;SUCURSAL 87;VENDEDOR 658;Y-3386;8903;66-3702;43
2023-11-23;2023-12-10;SUCURSAL 70;VENDEDOR 278;N-9705;4768;66-2501;17
2023-11-18;2024-01-03;SUCURSAL 28;VENDEDOR 593;A-1677;4212;88-5873;46
2023-11-12;2023-12-09;SUCURSAL 86;VENDEDOR 867;L-8720;3226;70-1581;27
2023-11-18;2023-12-23;SUCURSAL 68;VENDEDOR 38;N-4051;8792;65-6302;35
2023-11-18;2024-01-10;SUCURSAL 30;VENDEDOR 42;T-4816;9780;74-281;53
2023-11-15;2023-12-07;SUCURSAL 58;VENDEDOR 69;G-2949;4832;75-1205;22
2023-11-21;2023-12-18;SUCURSAL 84;VENDEDOR 567;S-8000;3950;85-1635;27
2023-11-23;2023-12-05;SUCURSAL 59;VENDEDOR 390;F-8291;5501;83-7543;12
2023-11-28;2024-01-20;SUCURSAL 56;VENDEDOR 586;G-7056;6655;74-2733;53
2023-11-16;2023-12-31;SUCURSAL 85;VENDEDOR 503;I-5333;7795;89-6733;45
2023-11-09;2024-01-09;SUCURSAL 28;VENDEDOR 921;I-4767;9337;73-6095;61
2023-11-26;2023-12-19;SUCURSAL 89;VENDEDOR 603;M-5059;986;84-9466;23
2023-11-06;2023-12-24;SUCURSAL 32;VENDEDOR 620;A-5241;3512;65-8685;48
2023-11-07;2024-01-06;SUCURSAL 25;VENDEDOR 678;N-1604;6735;87-2237;60
2023-11-11;2024-01-03;SUCURSAL 49;VENDEDOR 489;R-9235;1329;77-5843;53
2023-11-27;2023-12-06;SUCURSAL 27;VENDEDOR 838;X-6802;7680;86-1610;9
2023-11-26;2024-01-14;SUCURSAL 18;VENDEDOR 58;N-3393;2912;73-5546;49
2023-11-01;2023-12-08;SUCURSAL 75;VENDEDOR 564;Q-1870;2536;79-4681;37
2023-11-21;2024-01-03;SUCURSAL 62;VENDEDOR 583;E-2936;4149;77-1604;43
2023-11-16;2023-12-03;SUCURSAL 26;VENDEDOR 609;U-2480;8530;85-1787;17
2023-11-13;2024-01-31;SUCURSAL 57;VENDEDOR 545;S-569;1392;85-4375;79
2023-11-06;2023-12-23;SUCURSAL 99;VENDEDOR 698;K-3946;8622;73-3474;47
2023-11-14;2024-01-08;SUCURSAL 45;VENDEDOR 685;I-9798;3842;87-1116;55
2023-11-06;2023-12-17;SUCURSAL 75;VENDEDOR 898;J-725;6663;78-1229;41
2023-11-17;2024-01-09;SUCURSAL 47;VENDEDOR 705;T-7148;9766;86-718;53
2023-11-26;2023-12-07;SUCURSAL 67;VENDEDOR 780;V-6889;4878;80-1105;11
2023-11-04;2024-01-20;SUCURSAL 72;VENDEDOR 956;U-9965;3349;81-2178;77
2023-11-09;2023-12-17;SUCURSAL 76;VENDEDOR 131;Q-9757;2110;90-4469;38
2023-11-15;2024-01-18;SUCURSAL 46;VENDEDOR 928;N-3850;6473;77-6196;64
2023-11-02;2024-01-18;SUCURSAL 11;VENDEDOR 17;O-8027;5169;86-9860;77
2023-11-04;2023-12-11;SUCURSAL 22;VENDEDOR 727;E-7542;3379;83-1993;37
2023-11-27;2023-12-20;SUCURSAL 92;VENDEDOR 323;E-7669;6637;76-6700;23
2023-11-11;2023-12-09;SUCURSAL 54;VENDEDOR 452;Z-3467;8593;78-5157;28
2023-11-12;2024-01-17;SUCURSAL 46;VENDEDOR 321;V-5578;1237;74-7628;66
2023-11-04;2024-01-20;SUCURSAL 19;VENDEDOR 767;P-958;2058;68-3859;77
2023-11-30;2024-01-15;SUCURSAL 38;VENDEDOR 770;M-8068;1547;82-5151;46
2023-11-18;2023-12-13;SUCURSAL 70;VENDEDOR 913;F-7767;3133;89-8566;25
2023-11-13;2023-12-24;SUCURSAL 22;VENDEDOR 569;D-2763;9222;87-1456;41
2023-11-14;2024-01-22;SUCURSAL 49;VENDEDOR 224;F-2167;8262;69-8445;69
2023-11-27;2023-12-16;SUCURSAL 19;VENDEDOR 468;F-152;4206;66-598;19
2023-11-05;2024-01-23;SUCURSAL 79;VENDEDOR 196;Q-3644;4132;79-7266;79
2023-11-06;2024-01-17;SUCURSAL 66;VENDEDOR 958;V-1357;2938;77-7316;72
2023-11-28;2023-12-08;SUCURSAL 97;VENDEDOR 827;K-8528;1820;67-9762;10
2023-11-22;2023-12-23;SUCURSAL 47;VENDEDOR 343;G-5334;3314;87-4434;31
2023-11-06;2023-12-14;SUCURSAL 51;VENDEDOR 259;M-5098;6557;85-2038;38
2023-11-16;2024-01-01;SUCURSAL 92;VENDEDOR 476;Q-3545;6198;75-2232;46
2023-11-01;2023-12-12;SUCURSAL 3;VENDEDOR 37;G-1723;7963;73-9245;41
2023-11-16;2023-12-15;SUCURSAL 47;VENDEDOR 141;K-9120;2099;81-7368;29
2023-11-18;2024-01-19;SUCURSAL 38;VENDEDOR 974;C-5892;9075;79-3872;62
2023-11-26;2024-01-26;SUCURSAL 39;VENDEDOR 534;J-2;4655;66-7570;61
2023-11-06;2023-12-06;SUCURSAL 30;VENDEDOR 342;L-9075;6180;82-69;30
2023-11-01;2023-12-03;SUCURSAL 39;VENDEDOR 612;B-9686;6509;78-2169;32
2023-11-26;2024-01-02;SUCURSAL 11;VENDEDOR 987;A-1534;6550;85-3116;37
2023-11-06;2023-12-29;SUCURSAL 27;VENDEDOR 278;Q-6863;676;74-8257;53
2023-11-08;2023-12-10;SUCURSAL 33;VENDEDOR 120;W-5779;8096;80-3377;32
2023-11-22;2023-12-25;SUCURSAL 17;VENDEDOR 949;X-847;2277;81-299;33
2023-11-11;2024-01-15;SUCURSAL 8;VENDEDOR 152;P-3647;9853;88-8597;65
2023-11-22;2023-12-18;SUCURSAL 52;VENDEDOR 252;K-7802;5272;71-5976;26
2023-11-02;2023-12-08;SUCURSAL 56;VENDEDOR 241;W-2771;6613;75-7616;36
2023-11-08;2023-12-11;SUCURSAL 27;VENDEDOR 424;E-3564;8029;81-6025;33
2023-11-09;2023-12-22;SUCURSAL 2;VENDEDOR 807;X-1867;9005;88-9763;43
2023-11-16;2024-01-06;SUCURSAL 46;VENDEDOR 420;F-531;2440;69-9873;51
2023-11-26;2024-01-14;SUCURSAL 23;VENDEDOR 142;T-8565;6022;68-8192;49
2023-11-23;2023-12-26;SUCURSAL 35;VENDEDOR 865;T-1022;3819;67-4683;33
2023-11-04;2024-01-29;SUCURSAL 99;VENDEDOR 444;I-7275;712;78-4704;86
2023-11-18;2024-01-11;SUCURSAL 48;VENDEDOR 699;P-1596;5155;79-6288;54
2023-11-24;2023-12-13;SUCURSAL 18;VENDEDOR 594;W-8302;3431;79-1054;19
2023-11-19;2023-12-27;SUCURSAL 64;VENDEDOR 858;T-5092;6269;80-2763;38
2023-11-13;2023-12-09;SUCURSAL 27;VENDEDOR 466;P-1955;3924;79-9450;26
2023-11-16;2023-12-07;SUCURSAL 74;VENDEDOR 317;I-3294;5604;80-7476;21
2023-11-08;2023-12-11;SUCURSAL 72;VENDEDOR 18;Z-2717;3967;89-8973;33
2023-11-29;2023-12-25;SUCURSAL 12;VENDEDOR 904;C-3763;4495;72-6954;26
2023-11-03;2024-01-03;SUCURSAL 21;VENDEDOR 286;H-1209;2470;70-2438;61
2023-11-21;2024-01-29;SUCURSAL 47;VENDEDOR 121;G-8640;2039;75-1902;69
2023-11-10;2023-12-23;SUCURSAL 4;VENDEDOR 310;S-9792;9713;84-80;43
2023-11-07;2024-01-15;SUCURSAL 27;VENDEDOR 69;B-6966;9187;71-7272;69
2023-11-06;2024-01-16;SUCURSAL 77;VENDEDOR 446;D-5182;681;77-6360;71
2023-11-02;2023-12-25;SUCURSAL 33;VENDEDOR 171;C-5895;9917;72-1383;53
2023-11-06;2024-01-19;SUCURSAL 82;VENDEDOR 822;Z-5001;7156;78-8609;74
2023-11-23;2024-01-11;SUCURSAL 87;VENDEDOR 517;M-1092;6847;84-7194;49
2023-11-01;2024-01-22;SUCURSAL 59;VENDEDOR 581;Y-8637;960;68-8831;82
2023-11-24;2023-12-21;SUCURSAL 16;VENDEDOR 555;B-7938;9326;89-6027;27
2023-11-05;2023-12-09;SUCURSAL 92;VENDEDOR 277;J-3007;1366;85-5952;34
2023-11-23;2023-12-14;SUCURSAL 71;VENDEDOR 778;U-8513;8633;87-2713;21
2023-11-18;2024-01-21;SUCURSAL 58;VENDEDOR 47;M-5214;9407;65-9115;64
2023-11-13;2023-12-05;SUCURSAL 72;VENDEDOR 786;V-2894;1577;65-1515;22
2023-11-27;2023-12-26;SUCURSAL 94;VENDEDOR 167;A-9406;9264;89-4078;29
2023-11-01;2023-12-14;SUCURSAL 75;VENDEDOR 254;I-7940;3740;81-4460;43
2023-11-02;2024-01-05;SUCURSAL 19;VENDEDOR 807;U-6145;9059;71-6561;64
2023-11-28;2024-01-19;SUCURSAL 35;VENDEDOR 143;T-2155;9555;90-9599;52
2023-11-07;2023-12-25;SUCURSAL 58;VENDEDOR 151;F-5508;3205;86-8013;48
2023-11-07;2023-12-13;SUCURSAL 62;VENDEDOR 920;N-45;8113;83-6092;36
2023-11-18;2023-12-22;SUCURSAL 92;VENDEDOR 650;Q-3928;8826;83-7249;34
2023-11-11;2023-12-02;SUCURSAL 30;VENDEDOR 504;E-8263;4023;78-1197;21
2023-11-24;2024-01-17;SUCURSAL 2;VENDEDOR 643;G-5120;2002;71-4351;54
2023-11-16;2024-01-05;SUCURSAL 50;VENDEDOR 707;T-1731;5775;65-9239;50
2023-11-19;2024-01-08;SUCURSAL 77;VENDEDOR 568;G-2317;967;90-559;50
2023-11-15;2023-12-06;SUCURSAL 43;VENDEDOR 173;E-3789;6410;73-7509;21
2023-11-15;2023-12-18;SUCURSAL 68;VENDEDOR 329;I-1168;8885;81-4808;33
2023-11-16;2024-01-03;SUCURSAL 27;VENDEDOR 133;B-894;649;81-3399;48
2023-11-05;2024-01-19;SUCURSAL 15;VENDEDOR 148;N-6796;5394;89-8085;75
2023-11-08;2024-01-06;SUCURSAL 49;VENDEDOR 294;Y-74;9044;76-6548;59
2023-11-19;2024-01-26;SUCURSAL 13;VENDEDOR 825;F-6924;7807;87-7136;68
2023-11-09;2023-12-13;SUCURSAL 25;VENDEDOR 392;Q-8366;2626;79-4527;34
2023-11-28;2023-12-12;SUCURSAL 8;VENDEDOR 715;M-2480;6513;74-5348;14
2023-11-19;2023-12-23;SUCURSAL 44;VENDEDOR 788;E-1605;503;71-6108;34
2023-11-02;2024-01-20;SUCURSAL 89;VENDEDOR 151;L-9402;6500;82-6354;79
2023-11-15;2024-01-01;SUCURSAL 33;VENDEDOR 271;K-1423;3065;85-1280;47
2023-11-29;2023-12-21;SUCURSAL 96;VENDEDOR 530;R-9018;1614;69-2477;22
2023-11-24;2023-12-03;SUCURSAL 14;VENDEDOR 28;R-7186;1930;75-2897;9
2023-11-22;2023-12-09;SUCURSAL 83;VENDEDOR 300;A-1225;9368;80-501;17
2023-11-14;2024-01-08;SUCURSAL 48;VENDEDOR 924;S-2998;2852;66-6048;55
2023-11-30;2024-01-10;SUCURSAL 92;VENDEDOR 526;B-4625;1428;74-6731;41
2023-11-02;2023-12-13;SUCURSAL 10;VENDEDOR 489;U-6512;2055;81-8122;41
2023-11-20;2023-12-18;SUCURSAL 31;VENDEDOR 744;C-4071;4462;71-1817;28
2023-11-25;2024-01-05;SUCURSAL 18;VENDEDOR 965;G-8471;4238;76-5772;41
2023-11-11;2023-12-05;SUCURSAL 90;VENDEDOR 239;C-3362;8159;90-5700;24
2023-11-25;2024-01-12;SUCURSAL 28;VENDEDOR 874;C-7579;2332;80-8084;48
2023-11-05;2023-12-06;SUCURSAL 87;VENDEDOR 943;D-7255;6465;84-4870;31
2023-11-04;2023-12-28;SUCURSAL 37;VENDEDOR 9;K-2336;4558;76-8836;54
2023-11-19;2024-01-27;SUCURSAL 20;VENDEDOR 656;G-6206;2855;83-9571;69
2023-11-29;2024-01-31;SUCURSAL 41;VENDEDOR 747;O-2919;7089;87-7418;63
2023-11-23;2023-12-06;SUCURSAL 39;VENDEDOR 247;A-8859;5178;72-4100;13
2023-11-19;2024-01-13;SUCURSAL 46;VENDEDOR 361;K-8308;9668;72-9933;55
2023-11-05;2024-01-02;SUCURSAL 81;VENDEDOR 148;Y-1618;1916;75-780;58
2023-11-07;2024-01-31;SUCURSAL 27;VENDEDOR 911;R-2120;707;78-2326;85
2023-11-12;2024-01-27;SUCURSAL 59;VENDEDOR 844;W-9822;5540;70-2467;76
2023-11-23;2024-01-14;SUCURSAL 48;VENDEDOR 591;H-3759;8278;65-2340;52
2023-11-13;2024-01-05;SUCURSAL 52;VENDEDOR 12;P-4727;2986;86-2114;53
2023-11-21;2024-01-30;SUCURSAL 99;VENDEDOR 867;J-645;9314;73-4891;70
2023-11-25;2023-12-20;SUCURSAL 81;VENDEDOR 195;W-4648;1077;84-7788;25
2023-11-02;2024-01-04;SUCURSAL 45;VENDEDOR 520;I-4442;4658;67-3401;63
2023-11-28;2024-01-17;SUCURSAL 49;VENDEDOR 44;R-5256;9465;88-7566;50
2023-11-04;2024-01-25;SUCURSAL 5;VENDEDOR 588;X-1474;3746;77-3622;82
2023-11-18;2024-01-12;SUCURSAL 7;VENDEDOR 963;D-1369;6650;67-1987;55
2023-11-07;2024-01-15;SUCURSAL 43;VENDEDOR 625;E-6641;9054;73-1077;69
